,_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away
2171,8.0,Sat,2015-10-17,20:30,Barcelona,5–2,Rayo Vallecano,75472.0,Camp Nou,Pedro Pérez,,
2172,8.0,Sat,2015-10-17,22:00,Valencia,3–0,Málaga,35756.0,Estadio de Mestalla,Alejandro Hernández,,
2173,8.0,Sat,2015-10-17,22:05,Betis,1–3,Espanyol,31652.0,Estadio Benito Villamarín,Ricardo de Burgos,,
2174,8.0,Sun,2015-10-18,12:00,Villarreal,1–2,Celta Vigo,18219.0,Estadio de la Cerámica,José González,,
2175,8.0,Sun,2015-10-18,16:00,Real Sociedad,0–2,Atlético Madrid,25644.0,Estadio Municipal de Anoeta,Ignacio Iglesias,,
2176,8.0,Sun,2015-10-18,18:15,Getafe,4–0,Las Palmas,5875.0,Coliseum Alfonso Pérez,David Fernández,,
2177,8.0,Sun,2015-10-18,20:30,La Coruña,2–2,Athletic Club,26239.0,Estadio Municipal de Riazor,Santiago Jaime,,
2178,8.0,Mon,2015-10-19,20:30,Sporting Gijón,3–3,Granada,19905.0,Estadio Municipal El Molinón,Alfonso Álvarez,,
2180,9.0,Fri,2015-10-23,20:30,Rayo Vallecano,3–0,Espanyol,10480.0,Estadio del Rayo Vallecano,Eduardo Prieto,,
2181,9.0,Sat,2015-10-24,16:00,Celta Vigo,1–3,Real Madrid,25494.0,Estadio de Balaídos,Carlos Clos Gómez,,
2182,9.0,Sat,2015-10-24,18:15,Granada,1–1,Betis,18293.0,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,,
2183,9.0,Sat,2015-10-24,20:30,Sevilla,5–0,Getafe,34595.0,Estadio Ramón Sánchez Pizjuán,Iñaki Bikandi,,
2184,9.0,Sat,2015-10-24,22:05,Málaga,2–0,La Coruña,20664.0,Estadio La Rosaleda,Carlos Velasco,,
2185,9.0,Sun,2015-10-25,12:00,Levante,0–4,Real Sociedad,14270.0,Estadio Ciudad de Valencia,Alberto Undiano,,
2186,9.0,Sun,2015-10-25,15:00,Las Palmas,0–0,Villarreal,18517.0,Estadio de Gran Canaria,Javier Estrada,,
2187,9.0,Sun,2015-10-25,18:15,Barcelona,3–1,Eibar,78228.0,Camp Nou,Carlos del Cerro,,
2188,9.0,Sun,2015-10-25,20:30,Atlético Madrid,2–1,Valencia,47075.0,Estadio Vicente Calderón,Jesús Gil,,
2189,9.0,Mon,2015-10-26,20:30,Athletic Club,3–0,Sporting Gijón,40477.0,San Mamés,Ignacio Iglesias,,
2191,10.0,Fri,2015-10-30,20:30,La Coruña,1–1,Atlético Madrid,24608.0,Estadio Municipal de Riazor,Pedro Pérez,,
2192,10.0,Sat,2015-10-31,16:00,Real Madrid,3–1,Las Palmas,72387.0,Estadio Santiago Bernabéu,Santiago Jaime,,
2193,10.0,Sat,2015-10-31,18:15,Villarreal,2–1,Sevilla,16730.0,Estadio de la Cerámica,José Sánchez,,
2194,10.0,Sat,2015-10-31,18:15,Valencia,3–0,Levante,39069.0,Estadio de Mestalla,Ricardo de Burgos,,
2195,10.0,Sat,2015-10-31,20:30,Getafe,0–2,Barcelona,10089.0,Coliseum Alfonso Pérez,Juan Martínez,,
2196,10.0,Sat,2015-10-31,22:05,Real Sociedad,2–3,Celta Vigo,19927.0,Estadio Municipal de Anoeta,David Fernández,,
2197,10.0,Sun,2015-11-01,12:00,Eibar,1–0,Rayo Vallecano,5353.0,Estadio Municipal de Ipurúa,Alfonso Álvarez,,
2198,10.0,Sun,2015-11-01,16:00,Espanyol,1–1,Granada,18890.0,RCDE Stadium,Alejandro Hernández,,
2199,10.0,Sun,2015-11-01,18:15,Sporting Gijón,1–0,Málaga,22506.0,Estadio Municipal El Molinón,Antonio Matéu Lahoz,,
2200,10.0,Sun,2015-11-01,20:30,Betis,1–3,Athletic Club,25872.0,Estadio Benito Villamarín,José González,,
2202,11.0,Fri,2015-11-06,19:30,Las Palmas,2–0,Real Sociedad,18461.0,Estadio de Gran Canaria,Carlos Velasco,,
2203,11.0,Sat,2015-11-07,16:00,Celta Vigo,1–5,Valencia,22131.0,Estadio de Balaídos,Iñaki Bikandi,,
2204,11.0,Sat,2015-11-07,18:15,Levante,1–1,La Coruña,13771.0,Estadio Ciudad de Valencia,Carlos del Cerro,,
2205,11.0,Sat,2015-11-07,20:30,Rayo Vallecano,2–1,Granada,10142.0,Estadio del Rayo Vallecano,Jesús Gil,,
2206,11.0,Sat,2015-11-07,20:30,Eibar,3–1,Getafe,5327.0,Estadio Municipal de Ipurúa,Ignacio Iglesias,,
2207,11.0,Sat,2015-11-07,22:05,Málaga,0–1,Betis,23699.0,Estadio La Rosaleda,Eduardo Prieto,,
2208,11.0,Sun,2015-11-08,12:00,Athletic Club,2–1,Espanyol,44082.0,San Mamés,Alberto Undiano,,
2209,11.0,Sun,2015-11-08,16:00,Barcelona,3–0,Villarreal,74109.0,Camp Nou,Carlos Clos Gómez,,
2210,11.0,Sun,2015-11-08,18:15,Atlético Madrid,1–0,Sporting Gijón,49323.0,Estadio Vicente Calderón,Javier Estrada,,
2211,11.0,Sun,2015-11-08,20:30,Sevilla,3–2,Real Madrid,40377.0,Estadio Ramón Sánchez Pizjuán,José González,,
2213,12.0,Sat,2015-11-21,16:00,Real Sociedad,2–0,Sevilla,19865.0,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,,
2214,12.0,Sat,2015-11-21,18:15,Real Madrid,0–4,Barcelona,80500.0,Estadio Santiago Bernabéu,David Fernández,,
2215,12.0,Sat,2015-11-21,20:30,Espanyol,2–0,Málaga,13293.0,RCDE Stadium,Juan Martínez,,
2216,12.0,Sat,2015-11-21,22:00,Valencia,1–1,Las Palmas,32078.0,Estadio de Mestalla,Pedro Pérez,,
2217,12.0,Sat,2015-11-21,22:05,La Coruña,2–0,Celta Vigo,30666.0,Estadio Municipal de Riazor,Alfonso Álvarez,,
2218,12.0,Sun,2015-11-22,12:00,Sporting Gijón,0–3,Levante,19870.0,Estadio Municipal El Molinón,Mario Melero,,
2219,12.0,Sun,2015-11-22,16:00,Villarreal,1–1,Eibar,16770.0,Estadio de la Cerámica,Eduardo Prieto,,
2220,12.0,Sun,2015-11-22,18:15,Granada,2–0,Athletic Club,12979.0,Estadio Nuevo Los Cármenes,Carlos del Cerro,,
2221,12.0,Sun,2015-11-22,20:30,Betis,0–1,Atlético Madrid,41976.0,Estadio Benito Villamarín,Santiago Jaime,,
2222,12.0,Mon,2015-11-23,20:30,Getafe,1–1,Rayo Vallecano,5088.0,Coliseum Alfonso Pérez,Ricardo de Burgos,,
2224,13.0,Fri,2015-11-27,20:30,Levante,0–1,Betis,13957.0,Estadio Ciudad de Valencia,José Sánchez,,
2225,13.0,Sat,2015-11-28,16:00,Barcelona,4–0,Real Sociedad,74020.0,Camp Nou,Ignacio Iglesias,,
2226,13.0,Sat,2015-11-28,18:15,Atlético Madrid,1–0,Espanyol,44893.0,Estadio Vicente Calderón,Iñaki Bikandi,,
2227,13.0,Sat,2015-11-28,20:30,Málaga,2–2,Granada,22931.0,Estadio La Rosaleda,Javier Estrada,,
2228,13.0,Sat,2015-11-28,21:00,Las Palmas,0–2,La Coruña,19146.0,Estadio de Gran Canaria,Carlos Clos Gómez,,
2229,13.0,Sat,2015-11-28,22:05,Celta Vigo,2–1,Sporting Gijón,18039.0,Estadio de Balaídos,Santiago Jaime,,
2230,13.0,Sun,2015-11-29,12:00,Getafe,2–0,Villarreal,5903.0,Coliseum Alfonso Pérez,José González,,
2231,13.0,Sun,2015-11-29,16:00,Eibar,0–2,Real Madrid,5892.0,Estadio Municipal de Ipurúa,Jesús Gil,,
2232,13.0,Sun,2015-11-29,18:15,Rayo Vallecano,0–3,Athletic Club,13100.0,Estadio del Rayo Vallecano,Alejandro Hernández,,
2233,13.0,Sun,2015-11-29,20:30,Sevilla,1–0,Valencia,34914.0,Estadio Ramón Sánchez Pizjuán,Carlos Velasco,,
2235,14.0,Sat,2015-12-05,16:00,Real Madrid,4–1,Getafe,64897.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,,
2236,14.0,Sat,2015-12-05,18:15,Granada,0–2,Atlético Madrid,15872.0,Estadio Nuevo Los Cármenes,Eduardo Prieto,,
2237,14.0,Sat,2015-12-05,20:30,Valencia,1–1,Barcelona,46799.0,Estadio de Mestalla,Santiago Jaime,,
2238,14.0,Sat,2015-12-05,22:00,La Coruña,1–1,Sevilla,25013.0,Estadio Municipal de Riazor,Ricardo de Burgos,,
2239,14.0,Sat,2015-12-05,22:05,Betis,1–1,Celta Vigo,33762.0,Estadio Benito Villamarín,Alejandro Hernández,,
2240,14.0,Sun,2015-12-06,12:00,Real Sociedad,2–1,Eibar,23461.0,Estadio Municipal de Anoeta,Mario Melero,,
2241,14.0,Sun,2015-12-06,16:00,Villarreal,2–1,Rayo Vallecano,16101.0,Estadio de la Cerámica,Javier Estrada,,
2242,14.0,Sun,2015-12-06,18:15,Sporting Gijón,3–1,Las Palmas,22665.0,Estadio Municipal El Molinón,Alberto Undiano,,
2243,14.0,Sun,2015-12-06,20:30,Athletic Club,0–0,Málaga,41835.0,San Mamés,Alfonso Álvarez,,
2244,14.0,Mon,2015-12-07,20:30,Espanyol,1–1,Levante,14875.0,RCDE Stadium,Carlos Velasco,,
2246,15.0,Fri,2015-12-11,20:30,Getafe,1–1,Real Sociedad,5567.0,Coliseum Alfonso Pérez,Pedro Pérez,,
2247,15.0,Sat,2015-12-12,16:00,Barcelona,2–2,La Coruña,67194.0,Camp Nou,José Sánchez,,
2248,15.0,Sat,2015-12-12,18:15,Celta Vigo,1–0,Espanyol,17154.0,Estadio de Balaídos,David Fernández,,
2249,15.0,Sat,2015-12-12,18:15,Levante,1–2,Granada,12466.0,Estadio Ciudad de Valencia,Iñaki Bikandi,,
2250,15.0,Sat,2015-12-12,20:30,Sevilla,2–0,Sporting Gijón,29127.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,,
2251,15.0,Sat,2015-12-12,21:05,Las Palmas,1–0,Betis,16762.0,Estadio de Gran Canaria,Jesús Gil,,
2252,15.0,Sun,2015-12-13,12:00,Rayo Vallecano,1–2,Málaga,9423.0,Estadio del Rayo Vallecano,Carlos Clos Gómez,,
2253,15.0,Sun,2015-12-13,16:00,Eibar,1–1,Valencia,5182.0,Estadio Municipal de Ipurúa,José González,,
2254,15.0,Sun,2015-12-13,18:15,Atlético Madrid,2–1,Athletic Club,50137.0,Estadio Vicente Calderón,Juan Martínez,,
2255,15.0,Sun,2015-12-13,20:30,Villarreal,1–0,Real Madrid,20468.0,Estadio de la Cerámica,Alberto Undiano,,
2257,16.0,Sat,2015-12-19,16:00,Valencia,2–2,Getafe,31598.0,Estadio de Mestalla,David Fernández,,
2258,16.0,Sat,2015-12-19,18:15,Espanyol,1–0,Las Palmas,17121.0,RCDE Stadium,Mario Melero,,
2259,16.0,Sat,2015-12-19,20:30,Betis,0–0,Sevilla,50073.0,Estadio Benito Villamarín,Carlos Clos Gómez,,
2260,16.0,Sat,2015-12-19,22:05,La Coruña,2–0,Eibar,19281.0,Estadio Municipal de Riazor,Javier Estrada,,
2261,16.0,Sun,2015-12-20,16:00,Real Madrid,10–2,Rayo Vallecano,61564.0,Estadio Santiago Bernabéu,Ignacio Iglesias,,
2262,16.0,Sun,2015-12-20,18:15,Real Sociedad,0–2,Villarreal,21949.0,Estadio Municipal de Anoeta,Carlos del Cerro,,
2263,16.0,Sun,2015-12-20,18:15,Athletic Club,2–0,Levante,39380.0,San Mamés,Alejandro Hernández,,
2264,16.0,Sun,2015-12-20,18:15,Granada,0–2,Celta Vigo,14537.0,Estadio Nuevo Los Cármenes,Juan Martínez,,
2265,16.0,Sun,2015-12-20,20:30,Málaga,1–0,Atlético Madrid,19086.0,Estadio La Rosaleda,Antonio Matéu Lahoz,,
2267,17.0,Wed,2015-12-30,16:00,Real Madrid,3–1,Real Sociedad,69896.0,Estadio Santiago Bernabéu,José González,,
2268,17.0,Wed,2015-12-30,16:00,Levante,0–1,Málaga,12094.0,Estadio Ciudad de Valencia,Jesús Gil,,
2269,17.0,Wed,2015-12-30,18:15,Rayo Vallecano,0–2,Atlético Madrid,12315.0,Estadio del Rayo Vallecano,José Sánchez,,
2270,17.0,Wed,2015-12-30,18:15,Sevilla,2–0,Espanyol,35544.0,Estadio Ramón Sánchez Pizjuán,Ignacio Iglesias,,
2271,17.0,Wed,2015-12-30,18:30,Eibar,2–0,Sporting Gijón,5471.0,Estadio Municipal de Ipurúa,Carlos Velasco,,
2272,17.0,Wed,2015-12-30,20:00,Las Palmas,4–1,Granada,18973.0,Estadio de Gran Canaria,Santiago Jaime,,
2273,17.0,Wed,2015-12-30,20:30,Celta Vigo,0–1,Athletic Club,19092.0,Estadio de Balaídos,Pedro Pérez,,
2274,17.0,Wed,2015-12-30,20:30,Getafe,0–0,La Coruña,5667.0,Coliseum Alfonso Pérez,Alberto Undiano,,
2275,17.0,Wed,2015-12-30,20:30,Barcelona,4–0,Betis,83630.0,Camp Nou,Iñaki Bikandi,,
2276,17.0,Thu,2015-12-31,16:00,Villarreal,1–0,Valencia,18526.0,Estadio de la Cerámica,Alfonso Álvarez,,
2278,18.0,Sat,2016-01-02,16:00,Espanyol,0–0,Barcelona,28975.0,RCDE Stadium,José González,,
2279,18.0,Sat,2016-01-02,20:30,Atlético Madrid,1–0,Levante,43417.0,Estadio Vicente Calderón,Carlos Clos Gómez,,
2280,18.0,Sat,2016-01-02,22:05,Málaga,2–0,Celta Vigo,17635.0,Estadio La Rosaleda,Iñaki Bikandi,,
2281,18.0,Sun,2016-01-03,12:00,Rayo Vallecano,2–2,Real Sociedad,10756.0,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,,
2282,18.0,Sun,2016-01-03,16:00,Granada,2–1,Sevilla,13469.0,Estadio Nuevo Los Cármenes,Alberto Undiano,,
2283,18.0,Sun,2016-01-03,16:00,Betis,0–4,Eibar,33609.0,Estadio Benito Villamarín,Eduardo Prieto,,
2284,18.0,Sun,2016-01-03,18:15,Athletic Club,2–2,Las Palmas,41474.0,San Mamés,Carlos del Cerro,,
2285,18.0,Sun,2016-01-03,18:15,La Coruña,1–2,Villarreal,23815.0,Estadio Municipal de Riazor,David Fernández,,
2286,18.0,Sun,2016-01-03,20:30,Valencia,2–2,Real Madrid,47185.0,Estadio de Mestalla,José Sánchez,,
2287,18.0,Mon,2016-01-04,20:30,Sporting Gijón,1–2,Getafe,20948.0,Estadio Municipal El Molinón,Javier Estrada,,
2289,19.0,Sat,2016-01-09,16:00,Barcelona,4–0,Granada,70720.0,Camp Nou,Carlos Velasco,,
2290,19.0,Sat,2016-01-09,18:15,Sevilla,2–0,Athletic Club,35388.0,Estadio Ramón Sánchez Pizjuán,Eduardo Prieto,,
2291,19.0,Sat,2016-01-09,18:15,Getafe,1–0,Betis,6940.0,Coliseum Alfonso Pérez,Alfonso Álvarez,,
2292,19.0,Sat,2016-01-09,20:30,Real Madrid,5–0,La Coruña,71267.0,Estadio Santiago Bernabéu,Pedro Pérez,,
2293,19.0,Sat,2016-01-09,22:05,Levante,2–1,Rayo Vallecano,10589.0,Estadio Ciudad de Valencia,Mario Melero,,
2294,19.0,Sun,2016-01-10,12:00,Villarreal,2–0,Sporting Gijón,16705.0,Estadio de la Cerámica,Jesús Gil,,
2295,19.0,Sun,2016-01-10,16:00,Real Sociedad,2–0,Valencia,24217.0,Estadio Municipal de Anoeta,Alejandro Hernández,,
2296,19.0,Sun,2016-01-10,17:15,Las Palmas,1–1,Málaga,21760.0,Estadio de Gran Canaria,Ignacio Iglesias,,
2297,19.0,Sun,2016-01-10,18:15,Eibar,2–1,Espanyol,4587.0,Estadio Municipal de Ipurúa,Santiago Jaime,,
2298,19.0,Sun,2016-01-10,20:30,Celta Vigo,0–2,Atlético Madrid,13550.0,Estadio de Balaídos,Ricardo de Burgos,,
2300,20.0,Sat,2016-01-16,16:00,Sevilla,2–1,Málaga,34371.0,Estadio Ramón Sánchez Pizjuán,Javier Estrada,,
2301,20.0,Sat,2016-01-16,18:15,Celta Vigo,4–3,Levante,16943.0,Estadio de Balaídos,Carlos del Cerro,,
2302,20.0,Sat,2016-01-16,20:30,Villarreal,0–0,Betis,16405.0,Estadio de la Cerámica,José González,,
2303,20.0,Sat,2016-01-16,22:05,Real Sociedad,1–1,La Coruña,16783.0,Estadio Municipal de Anoeta,Juan Martínez,,
2304,20.0,Sun,2016-01-17,12:00,Valencia,2–2,Rayo Vallecano,35042.0,Estadio de Mestalla,Eduardo Prieto,,
2305,20.0,Sun,2016-01-17,16:00,Real Madrid,5–1,Sporting Gijón,70365.0,Estadio Santiago Bernabéu,Alberto Undiano,,
2306,20.0,Sun,2016-01-17,17:15,Las Palmas,0–3,Atlético Madrid,28515.0,Estadio de Gran Canaria,Iñaki Bikandi,,
2307,20.0,Sun,2016-01-17,18:15,Getafe,3–1,Espanyol,6540.0,Coliseum Alfonso Pérez,Carlos Clos Gómez,,
2308,20.0,Sun,2016-01-17,20:30,Barcelona,6–0,Athletic Club,68019.0,Camp Nou,Antonio Matéu Lahoz,,
2309,20.0,Mon,2016-01-18,20:30,Eibar,5–1,Granada,4215.0,Estadio Municipal de Ipurúa,José Sánchez,,
2311,21.0,Fri,2016-01-22,20:30,Sporting Gijón,5–1,Real Sociedad,23320.0,Estadio Municipal El Molinón,David Fernández,,
2312,21.0,Sat,2016-01-23,16:00,Málaga,1–2,Barcelona,27559.0,Estadio La Rosaleda,Carlos Clos Gómez,,
2313,21.0,Sat,2016-01-23,18:15,Espanyol,2–2,Villarreal,16251.0,RCDE Stadium,Pedro Pérez,,
2314,21.0,Sat,2016-01-23,20:30,Granada,3–2,Getafe,15448.0,Estadio Nuevo Los Cármenes,Ricardo de Burgos,,
2315,21.0,Sat,2016-01-23,22:05,Rayo Vallecano,3–0,Celta Vigo,10780.0,Estadio del Rayo Vallecano,Santiago Jaime,,
2316,21.0,Sun,2016-01-24,12:00,Athletic Club,5–2,Eibar,43557.0,San Mamés,Jesús Gil,,
2317,21.0,Sun,2016-01-24,16:00,Atlético Madrid,0–0,Sevilla,52793.0,Estadio Vicente Calderón,Ignacio Iglesias,,
2318,21.0,Sun,2016-01-24,18:15,La Coruña,1–1,Valencia,23782.0,Estadio Municipal de Riazor,Mario Melero,,
2319,21.0,Sun,2016-01-24,20:30,Betis,1–1,Real Madrid,48111.0,Estadio Benito Villamarín,Juan Martínez,,
2320,21.0,Mon,2016-01-25,20:30,Levante,3–2,Las Palmas,13155.0,Estadio Ciudad de Valencia,Carlos Velasco,,
2322,22.0,Sat,2016-01-30,16:00,Barcelona,2–1,Atlético Madrid,94990.0,Camp Nou,Alberto Undiano,,
2323,22.0,Sat,2016-01-30,18:15,Eibar,1–2,Málaga,5249.0,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,,
2324,22.0,Sat,2016-01-30,18:15,Getafe,0–1,Athletic Club,9503.0,Coliseum Alfonso Pérez,Javier Estrada,,
2325,22.0,Sat,2016-01-30,20:30,Villarreal,1–0,Granada,16062.0,Estadio de la Cerámica,Carlos del Cerro,,
2326,22.0,Sat,2016-01-30,22:05,Real Sociedad,2–1,Betis,15877.0,Estadio Municipal de Anoeta,Eduardo Prieto,,
2327,22.0,Sun,2016-01-31,12:00,Sevilla,3–1,Levante,33487.0,Estadio Ramón Sánchez Pizjuán,Alfonso Álvarez,,
2328,22.0,Sun,2016-01-31,16:00,Valencia,0–1,Sporting Gijón,35277.0,Estadio de Mestalla,José González,,
2329,22.0,Sun,2016-01-31,17:15,Las Palmas,2–1,Celta Vigo,18439.0,Estadio de Gran Canaria,José Sánchez,,
2330,22.0,Sun,2016-01-31,20:30,Real Madrid,6–0,Espanyol,65768.0,Estadio Santiago Bernabéu,Alejandro Hernández,,
2331,22.0,Mon,2016-02-01,20:30,La Coruña,2–2,Rayo Vallecano,19055.0,Estadio Municipal de Riazor,Iñaki Bikandi,,
2333,23.0,Fri,2016-02-05,20:30,Málaga,3–0,Getafe,20268.0,Estadio La Rosaleda,Juan Martínez,,
2334,23.0,Sat,2016-02-06,16:00,Atlético Madrid,3–1,Eibar,45321.0,Estadio Vicente Calderón,David Fernández,,
2335,23.0,Sat,2016-02-06,18:15,Rayo Vallecano,2–0,Las Palmas,11565.0,Estadio del Rayo Vallecano,Ignacio Iglesias,,
2336,23.0,Sat,2016-02-06,20:30,Athletic Club,0–0,Villarreal,40941.0,San Mamés,Mario Melero,,
2337,23.0,Sat,2016-02-06,22:05,Sporting Gijón,1–1,La Coruña,21690.0,Estadio Municipal El Molinón,Alejandro Hernández,,
2338,23.0,Sun,2016-02-07,12:00,Levante,0–2,Barcelona,22638.0,Estadio Ciudad de Valencia,Pedro Pérez,,
2339,23.0,Sun,2016-02-07,16:00,Betis,1–0,Valencia,40228.0,Estadio Benito Villamarín,José Sánchez,,
2340,23.0,Sun,2016-02-07,18:15,Celta Vigo,1–1,Sevilla,16420.0,Estadio de Balaídos,Carlos Velasco,,
2341,23.0,Sun,2016-02-07,20:30,Granada,1–2,Real Madrid,17060.0,Estadio Nuevo Los Cármenes,Jesús Gil,,
2342,23.0,Mon,2016-02-08,20:30,Espanyol,0–5,Real Sociedad,14155.0,RCDE Stadium,Santiago Jaime,,
2344,24.0,Fri,2016-02-12,20:30,Sporting Gijón,2–2,Rayo Vallecano,21987.0,Estadio Municipal El Molinón,Carlos Clos Gómez,,
2345,24.0,Sat,2016-02-13,16:00,Real Madrid,4–2,Athletic Club,77364.0,Estadio Santiago Bernabéu,Alfonso Álvarez,,
2346,24.0,Sat,2016-02-13,18:15,Villarreal,1–0,Málaga,17142.0,Estadio de la Cerámica,Iñaki Bikandi,,
2347,24.0,Sat,2016-02-13,20:30,Valencia,2–1,Espanyol,34689.0,Estadio de Mestalla,Carlos del Cerro,,
2348,24.0,Sat,2016-02-13,22:05,La Coruña,2–2,Betis,17184.0,Estadio Municipal de Riazor,Alberto Undiano,,
2349,24.0,Sun,2016-02-14,12:00,Real Sociedad,3–0,Granada,19591.0,Estadio Municipal de Anoeta,José González,,
2350,24.0,Sun,2016-02-14,16:00,Sevilla,2–0,Las Palmas,34448.0,Estadio Ramón Sánchez Pizjuán,Eduardo Prieto,,
2351,24.0,Sun,2016-02-14,18:15,Eibar,2–0,Levante,4766.0,Estadio Municipal de Ipurúa,Javier Estrada,,
2352,24.0,Sun,2016-02-14,18:15,Getafe,0–1,Atlético Madrid,8512.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,,
2353,24.0,Sun,2016-02-14,20:30,Barcelona,6–1,Celta Vigo,72580.0,Camp Nou,Alejandro Hernández,,
2355,16.0,Wed,2016-02-17,18:30,Sporting Gijón,1–3,Barcelona,28140.0,Estadio Municipal El Molinón,Ricardo de Burgos,,
2357,25.0,Fri,2016-02-19,20:30,Levante,3–0,Getafe,13665.0,Estadio Ciudad de Valencia,José González,,
2358,25.0,Sat,2016-02-20,15:00,Las Palmas,1–2,Barcelona,26951.0,Estadio de Gran Canaria,Carlos del Cerro,,
2359,25.0,Sat,2016-02-20,18:15,Espanyol,1–0,La Coruña,28455.0,RCDE Stadium,Ricardo de Burgos,,
2360,25.0,Sat,2016-02-20,20:30,Betis,1–1,Sporting Gijón,41345.0,Estadio Benito Villamarín,Alfonso Álvarez,,
2361,25.0,Sat,2016-02-20,22:05,Celta Vigo,3–2,Eibar,14724.0,Estadio de Balaídos,Mario Melero,,
2362,25.0,Sun,2016-02-21,12:00,Rayo Vallecano,2–2,Sevilla,12375.0,Estadio del Rayo Vallecano,Javier Estrada,,
2363,25.0,Sun,2016-02-21,16:00,Málaga,1–1,Real Madrid,30372.0,Estadio La Rosaleda,Ignacio Iglesias,,
2364,25.0,Sun,2016-02-21,18:15,Granada,1–2,Valencia,14735.0,Estadio Nuevo Los Cármenes,Iñaki Bikandi,,
2365,25.0,Sun,2016-02-21,18:15,Athletic Club,0–1,Real Sociedad,47603.0,San Mamés,José Sánchez,,
2366,25.0,Sun,2016-02-21,20:30,Atlético Madrid,0–0,Villarreal,45323.0,Estadio Vicente Calderón,Eduardo Prieto,,
2368,26.0,Fri,2016-02-26,20:30,Eibar,0–1,Las Palmas,5112.0,Estadio Municipal de Ipurúa,Pedro Pérez,,
2369,26.0,Sat,2016-02-27,16:00,Real Madrid,0–1,Atlético Madrid,79436.0,Estadio Santiago Bernabéu,Carlos Clos Gómez,,
2370,26.0,Sat,2016-02-27,18:15,Getafe,0–1,Celta Vigo,5652.0,Coliseum Alfonso Pérez,David Fernández,,
2371,26.0,Sat,2016-02-27,18:15,Sporting Gijón,2–4,Espanyol,22555.0,Estadio Municipal El Molinón,Carlos Velasco,,
2372,26.0,Sat,2016-02-27,20:30,Betis,2–2,Rayo Vallecano,35666.0,Estadio Benito Villamarín,Antonio Matéu Lahoz,,
2373,26.0,Sat,2016-02-27,22:05,Real Sociedad,1–1,Málaga,12783.0,Estadio Municipal de Anoeta,Alberto Undiano,,
2374,26.0,Sun,2016-02-28,12:00,Villarreal,3–0,Levante,16619.0,Estadio de la Cerámica,Alejandro Hernández,,
2375,26.0,Sun,2016-02-28,16:00,Valencia,0–3,Athletic Club,36576.0,Estadio de Mestalla,Jesús Gil,,
2376,26.0,Sun,2016-02-28,18:15,La Coruña,0–1,Granada,23616.0,Estadio Municipal de Riazor,Juan Martínez,,
2377,26.0,Sun,2016-02-28,20:30,Barcelona,2–1,Sevilla,79684.0,Camp Nou,Santiago Jaime,,
2379,27.0,Tue,2016-03-01,21:00,Atlético Madrid,3–0,Real Sociedad,35621.0,Estadio Vicente Calderón,Alejandro Hernández,,
2380,27.0,Tue,2016-03-01,21:00,Las Palmas,4–0,Getafe,15819.0,Estadio de Gran Canaria,Mario Melero,,
2381,27.0,Wed,2016-03-02,20:00,Málaga,1–2,Valencia,20556.0,Estadio La Rosaleda,José González,,
2382,27.0,Wed,2016-03-02,20:00,Athletic Club,4–1,La Coruña,37292.0,San Mamés,Antonio Matéu Lahoz,,
2383,27.0,Wed,2016-03-02,20:00,Sevilla,1–0,Eibar,29627.0,Estadio Ramón Sánchez Pizjuán,Juan Martínez,,
2384,27.0,Wed,2016-03-02,20:00,Celta Vigo,0–0,Villarreal,15372.0,Estadio de Balaídos,Santiago Jaime,,
2385,27.0,Wed,2016-03-02,21:00,Levante,1–3,Real Madrid,19725.0,Estadio Ciudad de Valencia,Ricardo de Burgos,,
2386,27.0,Thu,2016-03-03,20:00,Granada,2–0,Sporting Gijón,15441.0,Estadio Nuevo Los Cármenes,Javier Estrada,,
2387,27.0,Thu,2016-03-03,20:30,Espanyol,0–3,Betis,23714.0,RCDE Stadium,José Sánchez,,
2388,27.0,Thu,2016-03-03,21:00,Rayo Vallecano,1–5,Barcelona,14430.0,Estadio del Rayo Vallecano,Iñaki Bikandi,,
2390,28.0,Sat,2016-03-05,16:00,Real Madrid,7–1,Celta Vigo,68467.0,Estadio Santiago Bernabéu,Jesús Gil,,
2391,28.0,Sat,2016-03-05,18:15,Villarreal,0–1,Las Palmas,15790.0,Estadio de la Cerámica,Carlos Clos Gómez,,
2392,28.0,Sat,2016-03-05,20:30,Getafe,1–1,Sevilla,6754.0,Coliseum Alfonso Pérez,Eduardo Prieto,,
2393,28.0,Sat,2016-03-05,22:05,La Coruña,3–3,Málaga,18446.0,Estadio Municipal de Riazor,Carlos Velasco,,
2394,28.0,Sun,2016-03-06,12:00,Betis,2–0,Granada,43174.0,Estadio Benito Villamarín,Ignacio Iglesias,,
2395,28.0,Sun,2016-03-06,16:00,Eibar,0–4,Barcelona,6100.0,Estadio Municipal de Ipurúa,Alberto Undiano,,
2396,28.0,Sun,2016-03-06,18:15,Sporting Gijón,0–2,Athletic Club,23605.0,Estadio Municipal El Molinón,Carlos del Cerro,,
