,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,team
1343,2022-04-10,16:15,La Liga,Matchweek 31,Sun,Away,L,0,1,Espanyol,1.0,0.8,53.0,18471.0,Iago Aspas,4-4-2◆,Alberola Rojas,Celta Vigo
1344,2022-04-17,18:30,La Liga,Matchweek 32,Sun,Away,W,2,0,Athletic Club,0.4,0.6,50.0,35541.0,Iago Aspas,4-4-2◆,Alejandro Hernández,Celta Vigo
1345,2022-04-20,20:00,La Liga,Matchweek 33,Wed,Home,L,0,2,Getafe,0.6,1.1,71.0,9934.0,Iago Aspas,4-4-2◆,Santiago Jaime,Celta Vigo
1346,2022-05-01,16:15,La Liga,Matchweek 34,Sun,Away,D,1,1,Granada,1.5,0.9,57.0,15036.0,Iago Aspas,4-4-2◆,Juan Martínez,Celta Vigo
1347,2022-05-07,18:30,La Liga,Matchweek 35,Sat,Home,W,4,0,Alavés,2.1,0.3,66.0,10567.0,Iago Aspas,4-4-2◆,Guillermo Cuadra,Celta Vigo
1348,2022-05-10,21:30,La Liga,Matchweek 36,Tue,Away,L,1,3,Barcelona,0.9,1.1,46.0,55899.0,Iago Aspas,4-4-2◆,Miguel Ángel Ortiz Arias,Celta Vigo
1349,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Home,W,1,0,Elche,2.2,0.7,48.0,10773.0,Iago Aspas,4-4-2,Mario Melero,Celta Vigo
1350,2022-05-21,17:30,La Liga,Matchweek 38,Sat,Away,L,0,2,Valencia,1.1,1.6,55.0,16189.0,Nolito,4-4-2◆,Adrián Cordero,Celta Vigo
1351,2021-08-15,22:15,La Liga,Matchweek 1,Sun,Away,L,0,3,Sevilla,0.3,3.5,26.0,13962.0,Óscar Trejo,4-2-3-1,Isidro Díaz de Mera,Rayo Vallecano
1352,2021-08-22,17:00,La Liga,Matchweek 2,Sun,Away,L,0,1,Real Sociedad,0.5,2.0,40.0,7652.0,Óscar Trejo,4-2-3-1,Santiago Jaime,Rayo Vallecano
1353,2021-08-29,19:30,La Liga,Matchweek 3,Sun,Home,W,4,0,Granada,2.2,0.6,47.0,583.0,Óscar Trejo,4-2-3-1,Jesús Gil,Rayo Vallecano
1354,2021-09-11,18:30,La Liga,Matchweek 4,Sat,Away,D,1,1,Levante,2.6,1.0,55.0,12974.0,Óscar Trejo,4-2-3-1,Alberola Rojas,Rayo Vallecano
1355,2021-09-18,14:00,La Liga,Matchweek 5,Sat,Home,W,3,0,Getafe,2.0,1.1,49.0,3280.0,Óscar Trejo,4-2-3-1,Adrián Cordero,Rayo Vallecano
1356,2021-09-21,22:00,La Liga,Matchweek 6,Tue,Away,W,2,1,Athletic Club,0.8,0.7,52.0,16236.0,Santi Comesaña,4-2-3-1,José Luis Munuera,Rayo Vallecano
1357,2021-09-26,18:30,La Liga,Matchweek 7,Sun,Home,W,3,1,Cádiz,1.4,0.8,58.0,5903.0,Óscar Trejo,4-2-3-1,Ricardo de Burgos,Rayo Vallecano
1358,2021-10-02,14:00,La Liga,Matchweek 8,Sat,Away,L,0,1,Osasuna,0.2,0.6,50.0,19238.0,Óscar Trejo,4-4-2,Mario Melero,Rayo Vallecano
1359,2021-10-17,14:00,La Liga,Matchweek 9,Sun,Home,W,2,1,Elche,1.3,0.5,51.0,6989.0,Óscar Trejo,4-4-1-1,Santiago Jaime,Rayo Vallecano
1360,2021-10-24,18:30,La Liga,Matchweek 10,Sun,Away,L,2,3,Betis,1.2,1.5,54.0,45362.0,Óscar Trejo,4-2-3-1,Ricardo de Burgos,Rayo Vallecano
1361,2021-10-27,19:00,La Liga,Matchweek 11,Wed,Home,W,1,0,Barcelona,1.0,2.8,32.0,9340.0,Óscar Trejo,4-2-3-1,Antonio Matéu Lahoz,Rayo Vallecano
1362,2021-11-01,18:30,La Liga,Matchweek 12,Mon,Home,D,0,0,Celta Vigo,0.6,0.4,52.0,9580.0,Santi Comesaña,4-2-3-1,Adrián Cordero,Rayo Vallecano
1363,2021-11-06,21:00,La Liga,Matchweek 13,Sat,Away,L,1,2,Real Madrid,1.3,2.1,46.0,43283.0,Óscar Trejo,4-2-3-1,Pablo González,Rayo Vallecano
1364,2021-11-22,21:00,La Liga,Matchweek 14,Mon,Home,W,3,1,Mallorca,2.5,0.8,51.0,6708.0,Óscar Trejo,4-2-3-1,Jorge Figueroa,Rayo Vallecano
1365,2021-11-27,16:15,La Liga,Matchweek 15,Sat,Away,D,1,1,Valencia,1.6,1.5,58.0,30030.0,Santi Comesaña,4-2-3-1,Alejandro Hernández,Rayo Vallecano
1367,2021-12-05,14:00,La Liga,Matchweek 16,Sun,Home,W,1,0,Espanyol,0.5,0.5,50.0,8679.0,Óscar Trejo,4-2-3-1,José Luis Munuera,Rayo Vallecano
1368,2021-12-12,14:00,La Liga,Matchweek 17,Sun,Away,L,0,2,Villarreal,1.7,2.3,48.0,13133.0,Óscar Trejo,4-2-3-1,Mario Melero,Rayo Vallecano
1370,2021-12-18,14:00,La Liga,Matchweek 18,Sat,Home,W,2,0,Alavés,1.7,0.3,62.0,7911.0,Óscar Trejo,4-2-3-1,Antonio Matéu Lahoz,Rayo Vallecano
1371,2022-01-02,16:15,La Liga,Matchweek 19,Sun,Away,L,0,2,Atlético Madrid,0.0,1.7,50.0,43029.0,Santi Comesaña,4-2-3-1,Jorge Figueroa,Rayo Vallecano
1373,2022-01-09,14:00,La Liga,Matchweek 20,Sun,Home,D,1,1,Betis,1.2,1.3,59.0,8395.0,Óscar Trejo,4-2-3-1,Alejandro Muñíz,Rayo Vallecano
1375,2022-01-23,18:30,La Liga,Matchweek 22,Sun,Home,L,0,1,Athletic Club,1.6,0.5,66.0,9034.0,Óscar Trejo,4-2-3-1,Adrián Cordero,Rayo Vallecano
1377,2022-02-05,18:30,La Liga,Matchweek 23,Sat,Away,L,0,2,Celta Vigo,0.9,0.7,49.0,12546.0,Santi Comesaña,4-2-3-1,José Luis Munuera,Rayo Vallecano
1379,2022-02-12,18:30,La Liga,Matchweek 24,Sat,Home,L,0,3,Osasuna,0.7,1.1,55.0,8596.0,Santi Comesaña,4-2-3-1,Jorge Figueroa,Rayo Vallecano
1380,2022-02-18,21:00,La Liga,Matchweek 25,Fri,Away,L,1,2,Elche,0.8,2.4,56.0,14742.0,Óscar Trejo,4-2-3-1,Alejandro Muñíz,Rayo Vallecano
1381,2022-02-26,18:30,La Liga,Matchweek 26,Sat,Home,L,0,1,Real Madrid,1.2,2.2,34.0,9952.0,Óscar Trejo,4-2-3-1,Isidro Díaz de Mera,Rayo Vallecano
1383,2022-03-06,14:00,La Liga,Matchweek 27,Sun,Away,L,0,2,Cádiz,1.3,1.2,52.0,15677.0,Mario Suárez,4-2-3-1,César Soto,Rayo Vallecano
1384,2022-03-13,14:00,La Liga,Matchweek 28,Sun,Home,D,1,1,Sevilla,0.4,0.3,43.0,9073.0,Óscar Trejo,4-2-3-1,Juan Martínez,Rayo Vallecano
1385,2022-03-19,21:00,La Liga,Matchweek 29,Sat,Home,L,0,1,Atlético Madrid,1.7,1.3,54.0,10349.0,Óscar Trejo,4-3-3,José Luis Munuera,Rayo Vallecano
1386,2022-04-03,18:30,La Liga,Matchweek 30,Sun,Away,D,2,2,Granada,1.2,1.9,37.0,15823.0,Mario Suárez,4-2-3-1,Alejandro Hernández,Rayo Vallecano
1387,2022-04-11,21:00,La Liga,Matchweek 31,Mon,Home,D,1,1,Valencia,0.6,0.3,55.0,9302.0,Óscar Trejo,4-2-3-1,Ricardo de Burgos,Rayo Vallecano
1388,2022-04-16,16:15,La Liga,Matchweek 32,Sat,Away,L,0,1,Alavés,0.9,0.5,63.0,10165.0,Santi Comesaña,4-2-3-1,Juan Martínez,Rayo Vallecano
1389,2022-04-21,19:00,La Liga,Matchweek 33,Thu,Away,W,1,0,Espanyol,0.6,0.4,43.0,11873.0,Óscar Trejo,4-2-3-1,Antonio Matéu Lahoz,Rayo Vallecano
1390,2022-04-24,21:00,La Liga,Matchweek 21,Sun,Away,W,1,0,Barcelona,0.5,1.7,30.0,57023.0,Santi Comesaña,4-2-3-1,Isidro Díaz de Mera,Rayo Vallecano
1391,2022-05-01,18:30,La Liga,Matchweek 34,Sun,Home,D,1,1,Real Sociedad,1.4,0.6,46.0,9395.0,Santi Comesaña,4-2-3-1,Alejandro Muñíz,Rayo Vallecano
1392,2022-05-08,14:00,La Liga,Matchweek 35,Sun,Away,D,0,0,Getafe,1.1,0.4,55.0,10125.0,Óscar Trejo,4-2-3-1,Mario Melero,Rayo Vallecano
1393,2022-05-12,20:00,La Liga,Matchweek 36,Thu,Home,L,1,5,Villarreal,1.9,1.8,56.0,7945.0,Santi Comesaña,4-2-3-1,Isidro Díaz de Mera,Rayo Vallecano
1394,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,L,1,2,Mallorca,1.2,0.8,56.0,17930.0,Catena,4-2-3-1,José Luis Munuera,Rayo Vallecano
1395,2022-05-20,21:00,La Liga,Matchweek 38,Fri,Home,L,2,4,Levante,2.6,2.6,56.0,8446.0,Mario Suárez,4-2-3-1,Mario Melero,Rayo Vallecano
1396,2021-08-16,22:00,La Liga,Matchweek 1,Mon,Home,D,0,0,Athletic Club,0.9,0.6,51.0,9145.0,Gonzalo Verdú,3-5-2,Adrián Cordero,Elche
1397,2021-08-22,19:30,La Liga,Matchweek 2,Sun,Away,L,0,1,Atlético Madrid,0.2,1.3,57.0,24926.0,Gonzalo Verdú,3-5-2,Ricardo de Burgos,Elche
1398,2021-08-28,19:30,La Liga,Matchweek 3,Sat,Home,D,1,1,Sevilla,0.8,1.6,29.0,10385.0,Gonzalo Verdú,3-5-2,Valentín Pizarro,Elche
1399,2021-09-13,20:00,La Liga,Matchweek 4,Mon,Away,W,1,0,Getafe,0.9,0.4,43.0,6853.0,Gonzalo Verdú,3-5-2,Mario Melero,Elche
1400,2021-09-18,18:30,La Liga,Matchweek 5,Sat,Home,D,1,1,Levante,0.5,1.3,53.0,11507.0,Gonzalo Verdú,3-5-2,Miguel Ángel Ortiz Arias,Elche
1401,2021-09-22,22:00,La Liga,Matchweek 6,Wed,Away,L,1,4,Villarreal,1.3,2.8,40.0,8234.0,Fidel,3-5-2,Alejandro Muñíz,Elche
1402,2021-09-26,18:30,La Liga,Matchweek 7,Sun,Away,L,0,1,Real Sociedad,0.6,2.5,37.0,23941.0,Fidel,4-4-2◆,Adrián Cordero,Elche
1403,2021-10-03,14:00,La Liga,Matchweek 8,Sun,Home,W,1,0,Celta Vigo,1.5,0.5,45.0,11299.0,Gonzalo Verdú,3-5-2,José Luis Munuera,Elche
1404,2021-10-17,14:00,La Liga,Matchweek 9,Sun,Away,L,1,2,Rayo Vallecano,0.5,1.3,49.0,6989.0,Gonzalo Verdú,4-4-2,Santiago Jaime,Elche
1405,2021-10-23,18:30,La Liga,Matchweek 10,Sat,Home,D,2,2,Espanyol,1.2,1.1,57.0,13449.0,Gonzalo Verdú,4-4-2,Jorge Figueroa,Elche
1406,2021-10-26,19:00,La Liga,Matchweek 11,Tue,Away,L,0,1,Alavés,0.3,1.4,61.0,10206.0,Fidel,4-4-2,Jesús Gil,Elche
1407,2021-10-30,14:00,La Liga,Matchweek 12,Sat,Home,L,1,2,Real Madrid,1.3,1.1,44.0,23010.0,Fidel,4-4-1-1,Ricardo de Burgos,Elche
1408,2021-11-07,18:30,La Liga,Matchweek 13,Sun,Away,D,2,2,Mallorca,0.6,1.9,47.0,12933.0,Fidel,4-4-2,Mario Melero,Elche
1409,2021-11-21,18:30,La Liga,Matchweek 14,Sun,Home,L,0,3,Betis,1.3,1.9,58.0,16127.0,Édgar Badía,3-5-2,Valentín Pizarro,Elche
1410,2021-11-29,21:00,La Liga,Matchweek 15,Mon,Away,D,1,1,Osasuna,1.3,2.0,50.0,16485.0,Fidel,4-4-2,Isidro Díaz de Mera,Elche
1412,2021-12-05,16:15,La Liga,Matchweek 16,Sun,Home,W,3,1,Cádiz,2.3,1.5,58.0,11879.0,Fidel,4-4-2,Alejandro Muñíz,Elche
1413,2021-12-11,18:30,La Liga,Matchweek 17,Sat,Away,L,1,2,Valencia,1.0,1.7,58.0,31662.0,Fidel,4-4-2,Santiago Jaime,Elche
1415,2021-12-18,18:30,La Liga,Matchweek 18,Sat,Away,L,2,3,Barcelona,1.1,2.9,29.0,41664.0,Fidel,4-4-2,Alberola Rojas,Elche
1416,2022-01-02,16:15,La Liga,Matchweek 19,Sun,Home,D,0,0,Granada,0.9,1.5,48.0,12160.0,Fidel,4-4-1-1,Adrián Cordero,Elche
1418,2022-01-10,21:00,La Liga,Matchweek 20,Mon,Away,W,2,1,Espanyol,0.8,1.2,45.0,11870.0,Gonzalo Verdú,4-4-2,Jesús Gil,Elche
1419,2022-01-16,14:00,La Liga,Matchweek 21,Sun,Home,W,1,0,Villarreal,0.2,0.5,48.0,12433.0,Gonzalo Verdú,4-4-2,Valentín Pizarro,Elche
1421,2022-01-23,16:15,La Liga,Matchweek 22,Sun,Away,D,2,2,Real Madrid,0.7,3.3,35.0,39796.0,Gonzalo Verdú,4-4-2,Ricardo de Burgos,Elche
1422,2022-02-05,14:00,La Liga,Matchweek 23,Sat,Home,W,3,1,Alavés,1.3,0.8,59.0,12923.0,Gonzalo Verdú,4-4-2,Mario Melero,Elche
1423,2022-02-11,21:00,La Liga,Matchweek 24,Fri,Away,L,0,2,Sevilla,0.4,0.7,43.0,33411.0,Gonzalo Verdú,4-4-2,Miguel Ángel Ortiz Arias,Elche
1424,2022-02-18,21:00,La Liga,Matchweek 25,Fri,Home,W,2,1,Rayo Vallecano,2.4,0.8,44.0,14742.0,Fidel,4-4-2,Alejandro Muñíz,Elche
1425,2022-02-25,21:00,La Liga,Matchweek 26,Fri,Away,L,0,3,Levante,0.9,1.9,57.0,14237.0,Édgar Badía,4-4-2,Pablo González,Elche
1426,2022-03-06,16:15,La Liga,Matchweek 27,Sun,Home,L,1,2,Barcelona,1.0,3.6,33.0,30146.0,Fidel,4-4-2,Alejandro Hernández,Elche
1427,2022-03-12,16:15,La Liga,Matchweek 28,Sat,Away,W,1,0,Granada,1.1,1.5,42.0,15345.0,Fidel,4-4-2,Carlos del Cerro,Elche
1428,2022-03-19,16:15,La Liga,Matchweek 29,Sat,Home,L,0,1,Valencia,0.6,1.3,57.0,15780.0,Fidel,4-4-2,Miguel Ángel Ortiz Arias,Elche
1429,2022-04-03,14:00,La Liga,Matchweek 30,Sun,Away,L,1,2,Athletic Club,0.4,2.1,51.0,34572.0,Fidel,4-4-2,Jorge Figueroa,Elche
1430,2022-04-10,18:30,La Liga,Matchweek 31,Sun,Home,L,1,2,Real Sociedad,0.6,2.4,49.0,17011.0,Fidel,4-4-2,Guillermo Cuadra,Elche
1431,2022-04-16,14:00,La Liga,Matchweek 32,Sat,Home,W,3,0,Mallorca,1.5,1.5,53.0,20257.0,Gonzalo Verdú,3-4-3,José Sánchez,Elche
1432,2022-04-19,21:00,La Liga,Matchweek 33,Tue,Away,W,1,0,Betis,0.8,1.1,36.0,43257.0,Gonzalo Verdú,3-4-3,Alberola Rojas,Elche
1433,2022-05-01,14:00,La Liga,Matchweek 34,Sun,Home,D,1,1,Osasuna,0.4,1.1,57.0,16305.0,Gonzalo Verdú,3-4-3,Carlos del Cerro,Elche
1434,2022-05-07,18:30,La Liga,Matchweek 35,Sat,Away,L,0,3,Cádiz,0.1,2.3,44.0,17615.0,Édgar Badía,3-4-3,Alejandro Hernández,Elche
1435,2022-05-11,21:30,La Liga,Matchweek 36,Wed,Home,L,0,2,Atlético Madrid,0.2,2.1,55.0,21266.0,Fidel,4-2-3-1,Pablo González,Elche
1436,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,L,0,1,Celta Vigo,0.7,2.2,52.0,10773.0,Josan,3-5-2,Mario Melero,Elche
1437,2022-05-22,17:30,La Liga,Matchweek 38,Sun,Home,W,3,1,Getafe,2.5,1.3,59.0,17336.0,Pere Milla,3-4-3,Guillermo Cuadra,Elche
1438,2021-08-13,21:00,La Liga,Matchweek 1,Fri,Away,L,0,1,Valencia,1.2,1.3,73.0,9868.0,Djené,3-5-2,Jesús Gil,Getafe
1439,2021-08-23,20:00,La Liga,Matchweek 2,Mon,Home,L,0,1,Sevilla,0.5,0.7,39.0,4810.0,Djené,4-4-2,José Sánchez,Getafe
1440,2021-08-29,17:00,La Liga,Matchweek 3,Sun,Away,L,1,2,Barcelona,0.4,1.5,33.0,26543.0,Djené,4-4-2,Pablo González,Getafe
1441,2021-09-13,20:00,La Liga,Matchweek 4,Mon,Home,L,0,1,Elche,0.4,0.9,57.0,6853.0,Djené,3-5-2,Mario Melero,Getafe
1442,2021-09-18,14:00,La Liga,Matchweek 5,Sat,Away,L,0,3,Rayo Vallecano,1.1,2.0,51.0,3280.0,Djené,4-4-2,Adrián Cordero,Getafe
1443,2021-09-21,19:30,La Liga,Matchweek 6,Tue,Home,L,1,2,Atlético Madrid,0.3,0.8,33.0,8950.0,Djené,3-5-2,Guillermo Cuadra,Getafe
1444,2021-09-26,21:00,La Liga,Matchweek 7,Sun,Away,L,0,2,Betis,0.6,2.2,49.0,29825.0,Djené,3-5-2,Santiago Jaime,Getafe
1445,2021-10-03,18:30,La Liga,Matchweek 8,Sun,Home,D,1,1,Real Sociedad,0.7,0.8,38.0,8463.0,Djené,4-3-3,Jorge Figueroa,Getafe
1446,2021-10-16,18:30,La Liga,Matchweek 9,Sat,Away,D,0,0,Levante,0.7,0.9,47.0,14551.0,Djené,4-4-1-1,Mario Melero,Getafe
1447,2021-10-25,21:00,La Liga,Matchweek 10,Mon,Home,L,0,3,Celta Vigo,0.7,2.1,35.0,7630.0,Djené,4-4-1-1,Juan Martínez,Getafe
1448,2021-10-28,20:00,La Liga,Matchweek 11,Thu,Away,D,1,1,Granada,0.4,2.2,25.0,13651.0,Damián Suárez,4-4-2,Adrián Cordero,Getafe
1449,2021-10-31,18:30,La Liga,Matchweek 12,Sun,Home,W,2,1,Espanyol,0.8,0.6,44.0,4721.0,Djené,4-4-2,Alejandro Muñíz,Getafe
1450,2021-11-07,14:00,La Liga,Matchweek 13,Sun,Away,L,0,1,Villarreal,0.3,1.1,33.0,13504.0,Djené,3-5-2,Jesús Gil,Getafe
1451,2021-11-21,14:00,La Liga,Matchweek 14,Sun,Home,W,4,0,Cádiz,1.3,0.4,46.0,8825.0,Djené,3-5-2,Ricardo de Burgos,Getafe
1452,2021-11-27,18:30,La Liga,Matchweek 15,Sat,Away,D,0,0,Mallorca,0.8,0.4,47.0,8635.0,Djené,3-5-2,Santiago Jaime,Getafe
1454,2021-12-06,21:00,La Liga,Matchweek 16,Mon,Home,D,0,0,Athletic Club,1.1,0.5,45.0,9176.0,Djené,3-5-2,Jorge Figueroa,Getafe
1455,2021-12-11,16:15,La Liga,Matchweek 17,Sat,Away,D,1,1,Alavés,1.0,0.7,36.0,10065.0,Djené,3-5-2,César Soto,Getafe
1457,2021-12-19,18:30,La Liga,Matchweek 18,Sun,Home,W,1,0,Osasuna,1.1,0.3,49.0,8126.0,Djené,3-5-2,José Luis Munuera,Getafe
1458,2022-01-02,14:00,La Liga,Matchweek 19,Sun,Home,W,1,0,Real Madrid,0.8,0.6,27.0,11890.0,Damián Suárez,3-5-2,Mario Melero,Getafe
1459,2022-01-09,16:15,La Liga,Matchweek 20,Sun,Away,L,0,1,Sevilla,0.1,0.6,34.0,30801.0,Djené,3-5-2,Juan Martínez,Getafe
1460,2022-01-20,19:00,La Liga,Matchweek 21,Thu,Home,W,4,2,Granada,0.9,1.1,50.0,7634.0,Djené,3-5-2,Isidro Díaz de Mera,Getafe
1461,2022-01-23,18:30,La Liga,Matchweek 22,Sun,Away,D,0,0,Real Sociedad,0.4,1.1,29.0,27368.0,Djené,3-5-2,José Luis Munuera,Getafe
1462,2022-02-04,21:00,La Liga,Matchweek 23,Fri,Home,W,3,0,Levante,0.8,0.8,41.0,8475.0,Djené,3-5-2,Alejandro Muñíz,Getafe
1463,2022-02-12,21:00,La Liga,Matchweek 24,Sat,Away,L,3,4,Atlético Madrid,2.2,2.7,50.0,49375.0,Djené,3-5-2,Ricardo de Burgos,Getafe
1464,2022-02-19,18:30,La Liga,Matchweek 25,Sat,Away,D,1,1,Cádiz,0.9,0.6,35.0,15948.0,Djené,3-5-2,Alberola Rojas,Getafe
1465,2022-02-26,16:15,La Liga,Matchweek 26,Sat,Home,D,2,2,Alavés,1.1,1.0,50.0,7720.0,Djené,3-5-2,Santiago Jaime,Getafe
1466,2022-03-05,16:15,La Liga,Matchweek 27,Sat,Away,L,0,2,Espanyol,0.3,0.2,45.0,18519.0,Djené,3-5-2,Adrián Cordero,Getafe
1467,2022-03-12,21:00,La Liga,Matchweek 28,Sat,Home,D,0,0,Valencia,0.7,0.2,53.0,10349.0,Djené,3-5-2,Guillermo Cuadra,Getafe
1468,2022-03-18,21:00,La Liga,Matchweek 29,Fri,Away,D,1,1,Athletic Club,0.2,1.7,33.0,37367.0,Djené,3-5-2,Jesús Gil,Getafe
1469,2022-04-02,14:00,La Liga,Matchweek 30,Sat,Home,W,1,0,Mallorca,1.8,0.3,60.0,8946.0,Djené,3-5-2,Antonio Matéu Lahoz,Getafe
1470,2022-04-09,21:00,La Liga,Matchweek 31,Sat,Away,L,0,2,Real Madrid,0.7,1.1,31.0,50740.0,Djené,3-5-2,César Soto,Getafe
1471,2022-04-16,21:00,La Liga,Matchweek 32,Sat,Home,L,1,2,Villarreal,1.2,2.3,41.0,9657.0,Damián Suárez,3-5-2,Pablo González,Getafe
1472,2022-04-20,20:00,La Liga,Matchweek 33,Wed,Away,W,2,0,Celta Vigo,1.1,0.6,29.0,9934.0,Djené,3-5-2,Santiago Jaime,Getafe
1473,2022-05-02,21:00,La Liga,Matchweek 34,Mon,Home,D,0,0,Betis,0.7,0.2,36.0,9916.0,Djené,3-5-2,Adrián Cordero,Getafe
1474,2022-05-08,14:00,La Liga,Matchweek 35,Sun,Home,D,0,0,Rayo Vallecano,0.4,1.1,45.0,10125.0,Djené,3-5-2,Mario Melero,Getafe
1475,2022-05-11,19:00,La Liga,Matchweek 36,Wed,Away,D,1,1,Osasuna,0.3,0.7,33.0,17850.0,Djené,3-5-2,Alejandro Muñíz,Getafe
1476,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Home,D,0,0,Barcelona,0.2,0.2,29.0,13072.0,Djené,3-5-2,Jesús Gil,Getafe
1477,2022-05-22,17:30,La Liga,Matchweek 38,Sun,Away,L,1,3,Elche,1.3,2.5,41.0,17336.0,Djené,3-5-2,Guillermo Cuadra,Getafe
1478,2021-08-14,22:00,La Liga,Matchweek 1,Sat,Away,D,0,0,Osasuna,0.7,0.8,47.0,6715.0,David López,4-4-2,Miguel Ángel Ortiz Arias,Espanyol
1479,2021-08-21,19:30,La Liga,Matchweek 2,Sat,Home,D,0,0,Villarreal,1.8,0.5,41.0,11095.0,David López,4-4-2,Jorge Figueroa,Espanyol
1480,2021-08-27,20:00,La Liga,Matchweek 3,Fri,Away,L,0,1,Mallorca,0.4,0.8,53.0,7529.0,David López,4-4-2,Isidro Díaz de Mera,Espanyol
1481,2021-09-12,14:00,La Liga,Matchweek 4,Sun,Home,L,1,2,Atlético Madrid,0.5,1.0,42.0,15321.0,Diego López,4-5-1,Juan Martínez,Espanyol
1482,2021-09-19,18:30,La Liga,Matchweek 5,Sun,Away,D,2,2,Betis,1.2,2.1,40.0,30189.0,Diego López,4-1-4-1,César Soto,Espanyol
1483,2021-09-22,19:30,La Liga,Matchweek 6,Wed,Home,W,1,0,Alavés,1.5,0.4,54.0,14254.0,Diego López,4-2-3-1,Mario Melero,Espanyol
1484,2021-09-25,18:30,La Liga,Matchweek 7,Sat,Away,L,0,2,Sevilla,0.7,1.6,47.0,23956.0,Diego López,4-1-4-1,Pablo González,Espanyol
1485,2021-10-03,16:15,La Liga,Matchweek 8,Sun,Home,W,2,1,Real Madrid,1.5,1.4,35.0,23377.0,Diego López,4-4-1-1,Guillermo Cuadra,Espanyol
1486,2021-10-18,21:00,La Liga,Matchweek 9,Mon,Home,W,2,0,Cádiz,1.7,0.6,54.0,15678.0,David López,4-2-3-1,Antonio Matéu Lahoz,Espanyol
1487,2021-10-23,18:30,La Liga,Matchweek 10,Sat,Away,D,2,2,Elche,1.1,1.2,43.0,13449.0,David López,4-2-3-1,Jorge Figueroa,Espanyol
1488,2021-10-26,21:00,La Liga,Matchweek 11,Tue,Home,D,1,1,Athletic Club,1.2,3.2,46.0,16196.0,Diego López,4-2-3-1,Miguel Ángel Ortiz Arias,Espanyol
1489,2021-10-31,18:30,La Liga,Matchweek 12,Sun,Away,L,1,2,Getafe,0.6,0.8,56.0,4721.0,Diego López,4-2-3-1,Alejandro Muñíz,Espanyol
1490,2021-11-06,14:00,La Liga,Matchweek 13,Sat,Home,W,2,0,Granada,1.4,1.5,44.0,19050.0,Diego López,4-5-1,Isidro Díaz de Mera,Espanyol
1491,2021-11-20,21:00,La Liga,Matchweek 14,Sat,Away,L,0,1,Barcelona,1.0,1.5,35.0,74418.0,David López,4-1-4-1,Carlos del Cerro,Espanyol
1492,2021-11-28,16:15,La Liga,Matchweek 15,Sun,Home,W,1,0,Real Sociedad,0.5,1.8,41.0,19935.0,Diego López,4-2-3-1,Antonio Matéu Lahoz,Espanyol
1494,2021-12-05,14:00,La Liga,Matchweek 16,Sun,Away,L,0,1,Rayo Vallecano,0.5,0.5,50.0,8679.0,Diego López,4-1-4-1,José Luis Munuera,Espanyol
1495,2021-12-11,14:00,La Liga,Matchweek 17,Sat,Home,W,4,3,Levante,2.3,2.8,52.0,15193.0,Diego López,4-3-3,Adrián Cordero,Espanyol
1497,2021-12-17,21:00,La Liga,Matchweek 18,Fri,Away,L,1,3,Celta Vigo,0.4,1.4,48.0,9526.0,Diego López,4-4-2,Valentín Pizarro,Espanyol
1498,2021-12-31,16:15,La Liga,Matchweek 19,Fri,Away,W,2,1,Valencia,1.9,0.9,62.0,29566.0,Diego López,4-3-3,José Sánchez,Espanyol
1500,2022-01-10,21:00,La Liga,Matchweek 20,Mon,Home,L,1,2,Elche,1.2,0.8,55.0,11870.0,Leandro Cabrera,4-4-2,Jesús Gil,Espanyol
1502,2022-01-18,21:30,La Liga,Matchweek 21,Tue,Away,D,2,2,Cádiz,2.1,1.5,51.0,10755.0,Diego López,4-2-3-1,Alejandro Muñíz,Espanyol
1503,2022-01-21,21:00,La Liga,Matchweek 22,Fri,Home,L,1,4,Betis,1.7,2.3,37.0,17637.0,Diego López,4-2-3-1,Alberola Rojas,Espanyol
1504,2022-02-07,21:00,La Liga,Matchweek 23,Mon,Away,L,1,2,Athletic Club,0.8,0.7,56.0,30753.0,Diego López,4-2-3-1,César Soto,Espanyol
1505,2022-02-13,21:00,La Liga,Matchweek 24,Sun,Home,D,2,2,Barcelona,0.7,1.0,36.0,25049.0,Diego López,4-1-4-1,Alejandro Hernández,Espanyol
1506,2022-02-20,14:00,La Liga,Matchweek 25,Sun,Home,D,1,1,Sevilla,1.3,0.9,44.0,24897.0,Diego López,4-1-4-1,Pablo González,Espanyol
1507,2022-02-27,14:00,La Liga,Matchweek 26,Sun,Away,L,1,5,Villarreal,0.9,3.8,36.0,15600.0,Diego López,4-1-4-1,Ricardo de Burgos,Espanyol
1508,2022-03-05,16:15,La Liga,Matchweek 27,Sat,Home,W,2,0,Getafe,0.2,0.3,55.0,18519.0,Diego López,4-2-3-1,Adrián Cordero,Espanyol
1509,2022-03-12,14:00,La Liga,Matchweek 28,Sat,Away,D,1,1,Levante,0.5,1.2,44.0,13407.0,Diego López,4-3-3,Isidro Díaz de Mera,Espanyol
